segment_id,seek,start,end,text,tokens,temperature,segment_avg_logprob,segment_compression_ratio,segment_no_speech_prob,nltk_opinion_lexicon_positive,nltk_opinion_lexicon_negative,nltk_opinion_lexicon_net,vader_neg,vader_neu,vader_pos,vader_compound
45,28904,289.0400085449219,294.3599853515625," In fact, many of them bravely but automatically stood up, looking for where the sniper would","[50364, 682, 1186, 11, 867, 295, 552, 12653, 356, 457, 6772, 9371, 493, 11, 1237, 337, 689, 264, 32441, 576, 50630]",0.0,-0.23011906445026398,1.5674418210983276,0.03461137413978577,0.0,0.0,0.0,0.0,0.875,0.125,0.2846
46,28904,294.3599853515625,295.3599853515625, be.,"[50630, 312, 13, 50680]",0.0,-0.23011906445026398,1.5674418210983276,0.03461137413978577,0.0,0.0,0.0,0.0,1.0,0.0,0.0
47,28904,295.3599853515625,299.8399963378906," They knew immediately it was a sniper, and then began pointing at him.","[50680, 814, 2586, 4258, 309, 390, 257, 32441, 11, 293, 550, 4283, 12166, 412, 796, 13, 50904]",0.0,-0.23011906445026398,1.5674418210983276,0.03461137413978577,0.0,0.0,0.0,0.0,1.0,0.0,0.0
48,28904,299.8399963378906,302.239990234375, You can see that if you look at the group behind me.,"[50904, 509, 393, 536, 300, 498, 291, 574, 412, 264, 1594, 2261, 385, 13, 51024]",0.0,-0.23011906445026398,1.5674418210983276,0.03461137413978577,0.0,0.0,0.0,0.0,1.0,0.0,0.0
49,28904,302.239990234375,307.32000732421875, That was just a small group compared to what was in front.,"[51024, 663, 390, 445, 257, 1359, 1594, 5347, 281, 437, 390, 294, 1868, 13, 51278]",0.0,-0.23011906445026398,1.5674418210983276,0.03461137413978577,0.0,0.0,0.0,0.0,1.0,0.0,0.0
50,28904,307.32000732421875,312.9200134277344," Nobody ran, and by not stampeding, many lives were saved.","[51278, 9297, 5872, 11, 293, 538, 406, 9921, 9794, 11, 867, 2909, 645, 6624, 13, 51558]",0.0,-0.23011906445026398,1.5674418210983276,0.03461137413978577,0.0,0.0,0.0,0.0,0.763,0.237,0.4215
51,31292,312.9200134277344,319.3999938964844, But that isn't the reason that they didn't move.,"[50364, 583, 300, 1943, 380, 264, 1778, 300, 436, 994, 380, 1286, 13, 50688]",0.0,-0.23649078607559204,1.7450979948043823,0.1943189799785614,0.0,0.0,0.0,0.0,1.0,0.0,0.0
52,31292,319.3999938964844,323.5199890136719, The reason is that they knew I was in very serious trouble.,"[50688, 440, 1778, 307, 300, 436, 2586, 286, 390, 294, 588, 3156, 5253, 13, 50894]",0.0,-0.23649078607559204,1.7450979948043823,0.1943189799785614,0.0,0.0,0.0,0.337,0.663,0.0,-0.5531
53,31292,323.5199890136719,324.5199890136719, They saw it.,"[50894, 814, 1866, 309, 13, 50944]",0.0,-0.23649078607559204,1.7450979948043823,0.1943189799785614,0.0,0.0,0.0,0.0,1.0,0.0,0.0
54,31292,324.5199890136719,325.9800109863281, They saw me go down.,"[50944, 814, 1866, 385, 352, 760, 13, 51017]",0.0,-0.23649078607559204,1.7450979948043823,0.1943189799785614,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55,31292,325.9800109863281,334.20001220703125," They saw the blood and thought, actually most did, that I was dead.","[51017, 814, 1866, 264, 3390, 293, 1194, 11, 767, 881, 630, 11, 300, 286, 390, 3116, 13, 51428]",0.0,-0.23649078607559204,1.7450979948043823,0.1943189799785614,0.0,0.0,0.0,0.281,0.719,0.0,-0.6486
56,31292,334.20001220703125,336.0400085449219, They knew it was a shot to the head.,"[51428, 814, 2586, 309, 390, 257, 3347, 281, 264, 1378, 13, 51520]",0.0,-0.23649078607559204,1.7450979948043823,0.1943189799785614,0.0,0.0,0.0,0.0,1.0,0.0,0.0
57,31292,336.0400085449219,338.0400085449219, They saw the blood.,"[51520, 814, 1866, 264, 3390, 13, 51620]",0.0,-0.23649078607559204,1.7450979948043823,0.1943189799785614,0.0,0.0,0.0,0.0,1.0,0.0,0.0
58,33804,338.0400085449219,339.9599914550781, And there's an interesting statistic.,"[50364, 400, 456, 311, 364, 1880, 29588, 13, 50460]",0.0,-0.2650716006755829,1.7509727478027344,0.7601877450942993,0.2,0.0,0.2,0.0,0.597,0.403,0.4019
59,33804,339.9599914550781,342.67999267578125, The ears are the bloodiest part.,"[50460, 440, 8798, 366, 264, 3390, 6495, 644, 13, 50596]",0.0,-0.2650716006755829,1.7509727478027344,0.7601877450942993,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60,33804,342.67999267578125,347.6400146484375," If something happens with the ears, they bleed more than any other part of the body.","[50596, 759, 746, 2314, 365, 264, 8798, 11, 436, 28385, 544, 813, 604, 661, 644, 295, 264, 1772, 13, 50844]",0.0,-0.2650716006755829,1.7509727478027344,0.7601877450942993,0.0,0.0625,-0.0625,0.0,1.0,0.0,0.0
61,33804,347.6400146484375,351.7200012207031," For whatever reason, the doctors told me that, and I said, why is there so much blood?","[50844, 1171, 2035, 1778, 11, 264, 8778, 1907, 385, 300, 11, 293, 286, 848, 11, 983, 307, 456, 370, 709, 3390, 30, 51048]",0.0,-0.2650716006755829,1.7509727478027344,0.7601877450942993,0.0,0.0,0.0,0.0,1.0,0.0,0.0
62,33804,351.7200012207031,352.760009765625," He said, it's the ears.","[51048, 634, 848, 11, 309, 311, 264, 8798, 13, 51100]",0.0,-0.2650716006755829,1.7509727478027344,0.7601877450942993,0.0,0.0,0.0,0.0,1.0,0.0,0.0
63,33804,352.760009765625,354.55999755859375, They bleed more.,"[51100, 814, 28385, 544, 13, 51190]",0.0,-0.2650716006755829,1.7509727478027344,0.7601877450942993,0.0,0.3333333333333333,-0.3333333333333333,0.0,1.0,0.0,0.0
64,33804,354.55999755859375,362.9200134277344," So we learned something, but they just — they just — this beautiful crowd, they didn't","[51190, 407, 321, 3264, 746, 11, 457, 436, 445, 3466, 436, 445, 3466, 341, 2238, 6919, 11, 436, 994, 380, 51608]",0.0,-0.2650716006755829,1.7509727478027344,0.7601877450942993,0.0625,0.0,0.0625,0.0,0.669,0.331,0.8145
65,33804,362.9200134277344,363.9200134277344, want to leave me.,"[51608, 528, 281, 1856, 385, 13, 51658]",0.0,-0.2650716006755829,1.7509727478027344,0.7601877450942993,0.0,0.0,0.0,0.267,0.444,0.289,0.0258
66,33804,363.9200134277344,364.9200134277344, They knew I was in trouble.,"[51658, 814, 2586, 286, 390, 294, 5253, 13, 51708]",0.0,-0.2650716006755829,1.7509727478027344,0.7601877450942993,0.0,0.0,0.0,0.403,0.597,0.0,-0.4019
67,33804,364.9200134277344,365.9599914550781, They didn't want to leave me.,"[51708, 814, 994, 380, 528, 281, 1856, 385, 13, 51760]",0.0,-0.2650716006755829,1.7509727478027344,0.7601877450942993,0.0,0.0,0.0,0.192,0.628,0.18,-0.0191
68,36596,365.9599914550781,371.67999267578125, And you can see that love written all over their faces.,"[50364, 400, 291, 393, 536, 300, 959, 3720, 439, 670, 641, 8475, 13, 50650]",0.0,-0.34206563234329224,1.5147929191589355,0.6035639047622681,0.09090909090909091,0.0,0.09090909090909091,0.0,0.704,0.296,0.6369
69,36596,371.67999267578125,374.20001220703125, Incredible people.,"[50650, 35261, 561, 13, 50776]",0.0,-0.34206563234329224,1.5147929191589355,0.6035639047622681,0.5,0.0,0.5,0.0,1.0,0.0,0.0
70,36596,374.20001220703125,377.760009765625, They're incredible people.,"[50776, 814, 434, 4651, 561, 13, 50954]",0.0,-0.34206563234329224,1.5147929191589355,0.6035639047622681,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.0,0.0
71,36596,377.760009765625,382.4800109863281," Bullets were flying over us, yet I felt serene.","[50954, 14131, 1385, 645, 7137, 670, 505, 11, 1939, 286, 2762, 816, 1450, 13, 51190]",0.0,-0.34206563234329224,1.5147929191589355,0.6035639047622681,0.0,0.0,0.0,0.0,0.7,0.3,0.4588
72,36596,382.4800109863281,386.44000244140625, But now the Secret Service agents were putting themselves in peril.,"[51190, 583, 586, 264, 7400, 9561, 12554, 645, 3372, 2969, 294, 46118, 13, 51388]",0.0,-0.34206563234329224,1.5147929191589355,0.6035639047622681,0.0,0.0,0.0,0.262,0.738,0.0,-0.5499
73,36596,386.44000244140625,389.9200134277344, They were in very dangerous territory.,"[51388, 814, 645, 294, 588, 5795, 11360, 13, 51562]",0.0,-0.34206563234329224,1.5147929191589355,0.6035639047622681,0.0,0.16666666666666666,-0.16666666666666666,0.404,0.596,0.0,-0.5256
74,38992,389.9200134277344,396.0799865722656," Bullets were flying right over them, missing them by a very small amount of inches.","[50364, 14131, 1385, 645, 7137, 558, 670, 552, 11, 5361, 552, 538, 257, 588, 1359, 2372, 295, 8478, 13, 50672]",0.0,-0.30279844999313354,1.398809552192688,0.2941158413887024,0.06666666666666667,0.0,0.06666666666666667,0.145,0.855,0.0,-0.296
75,38992,396.0799865722656,398.760009765625, And then it all stopped.,"[50672, 400, 550, 309, 439, 5936, 13, 50806]",0.0,-0.30279844999313354,1.398809552192688,0.2941158413887024,0.0,0.0,0.0,0.322,0.678,0.0,-0.2263
76,38992,398.760009765625,409.760009765625," Our Secret Service sniper, from a much greater distance and with only one bullet used, took","[50806, 2621, 7400, 9561, 32441, 11, 490, 257, 709, 5044, 4560, 293, 365, 787, 472, 11632, 1143, 11, 1890, 51356]",0.0,-0.30279844999313354,1.398809552192688,0.2941158413887024,0.0,0.0,0.0,0.0,0.848,0.152,0.3612
77,38992,409.760009765625,417.0799865722656," the assassin's life, took him out.","[51356, 264, 36294, 311, 993, 11, 1890, 796, 484, 13, 51722]",0.0,-0.30279844999313354,1.398809552192688,0.2941158413887024,0.0,0.0,0.0,0.0,1.0,0.0,0.0
78,41708,417.2200012207031,421.67999267578125, I'm not supposed to be here tonight.,"[50371, 286, 478, 406, 3442, 281, 220, 650, 510, 4440, 13, 50594]",0.6000000238418579,-0.44476813077926636,2.2608695030212402,0.12933413684368134,0.0,0.0,0.0,0.0,1.0,0.0,0.0
79,41708,421.67999267578125,424.0799865722656, Not supposed to be here.,"[50594, 1726, 3442, 281, 312, 510, 13, 50714]",0.6000000238418579,-0.44476813077926636,2.2608695030212402,0.12933413684368134,0.0,0.0,0.0,0.0,1.0,0.0,0.0
80,41708,424.0799865722656,427.0799865722656," Yes, you are.","[50714, 1079, 11, 291, 366, 13, 50864]",0.6000000238418579,-0.44476813077926636,2.2608695030212402,0.12933413684368134,0.0,0.0,0.0,0.0,0.426,0.574,0.4019
81,41708,427.0799865722656,430.0799865722656," Yes, you are.","[50864, 1079, 11, 291, 366, 13, 51014]",0.6000000238418579,-0.44476813077926636,2.2608695030212402,0.12933413684368134,0.0,0.0,0.0,0.0,0.426,0.574,0.4019
82,41708,430.0799865722656,433.0799865722656," Yes, you are.","[51014, 220, 6054, 11, 291, 594, 68, 13, 51164]",0.6000000238418579,-0.44476813077926636,2.2608695030212402,0.12933413684368134,0.0,0.0,0.0,0.0,0.426,0.574,0.4019
83,41708,433.0799865722656,436.0799865722656," Yes, you are.","[51164, 1079, 11, 291, 366, 13, 51314]",0.6000000238418579,-0.44476813077926636,2.2608695030212402,0.12933413684368134,0.0,0.0,0.0,0.0,0.426,0.574,0.4019
84,41708,436.0799865722656,439.0799865722656," Yes, you are.","[51314, 1079, 11, 291, 366, 13, 51464]",0.6000000238418579,-0.44476813077926636,2.2608695030212402,0.12933413684368134,0.0,0.0,0.0,0.0,0.426,0.574,0.4019
85,41708,439.0799865722656,442.0799865722656," Yes, you are.","[51464, 1079, 11, 291, 366, 13, 51614]",0.6000000238418579,-0.44476813077926636,2.2608695030212402,0.12933413684368134,0.0,0.0,0.0,0.0,0.426,0.574,0.4019
86,41708,442.0799865722656,445.0799865722656, Thank you.,"[51614, 1044, 291, 13, 51764]",0.6000000238418579,-0.44476813077926636,2.2608695030212402,0.12933413684368134,0.5,0.0,0.5,0.0,0.286,0.714,0.3612
87,44508,445.0799865722656,447.0799865722656, But I'm not.,"[50364, 583, 286, 478, 406, 13, 50464]",0.0,-0.24209223687648773,1.2352941036224365,0.023814287036657333,0.0,0.0,0.0,0.0,1.0,0.0,0.0
88,44508,447.0799865722656,452.0799865722656," And I'll tell you, I stand before you in this arena","[50464, 400, 286, 603, 980, 291, 11, 286, 1463, 949, 291, 294, 341, 18451, 50714]",0.0,-0.24209223687648773,1.2352941036224365,0.023814287036657333,0.0,0.0,0.0,0.0,1.0,0.0,0.0
89,44508,452.0799865722656,456.0799865722656, only by the grace of Almighty God.,"[50714, 787, 538, 264, 10042, 295, 16849, 1265, 13, 50914]",0.0,-0.24209223687648773,1.2352941036224365,0.023814287036657333,0.14285714285714285,0.0,0.14285714285714285,0.0,0.505,0.495,0.5994
90,44508,466.0799865722656,469.0799865722656," In watching the reports over the last few days,","[51414, 682, 1976, 264, 7122, 670, 264, 1036, 1326, 1708, 11, 51564]",0.0,-0.24209223687648773,1.2352941036224365,0.023814287036657333,0.0,0.0,0.0,0.0,1.0,0.0,0.0
91,46908,469.0799865722656,475.0799865722656, many people say it was a providential moment.,"[50364, 867, 561, 584, 309, 390, 257, 1439, 1078, 831, 1623, 13, 50664]",0.0,-0.15461228787899017,1.6363636255264282,0.01561076007783413,0.0,0.0,0.0,0.0,1.0,0.0,0.0
92,46908,475.0799865722656,476.0799865722656, Probably was.,"[50664, 9210, 390, 13, 50714]",0.0,-0.15461228787899017,1.6363636255264282,0.01561076007783413,0.0,0.0,0.0,0.0,1.0,0.0,0.0
93,46908,476.0799865722656,479.0799865722656," When I rose, surrounded by Secret Service,","[50714, 1133, 286, 10895, 11, 13221, 538, 7400, 9561, 11, 50864]",0.0,-0.15461228787899017,1.6363636255264282,0.01561076007783413,0.0,0.0,0.0,0.0,1.0,0.0,0.0
