,segment_id,segment_avg_logprob,segment_compression_ratio,segment_no_speech_prob,seek,start,end,temperature,text,tokens,nltk_opinion_lexicon_positive,nltk_opinion_lexicon_negative,nltk_opinion_lexicon_net,vader_neg,vader_neu,vader_pos,vader_compound,sentiment_iterate,sentiment_scores,sentiment_scores_number,openai_mean_sentiment,std_sentiment,nltk_opinion_lexicon_net_z,vader_neg_z,vader_neu_z,vader_pos_z,vader_compound_z,openai_mean_sentiment_z
10,10,-0.20086808502674103,1.381818175315857,0.12578707933425903,4800,69.0,72.0,0.0, My message to Americans tonight is simple.,"[51414, 1222, 3636, 281, 6280, 4440, 307, 2199, 13, 51564]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'text': 'My message to Americans tonight is simple.', 'sentiment_analysis': {'overall_score': 7.5, 'sentences': [{'text': 'My message to Americans tonight is simple.', 'score': 7.5}]}}, {'text': 'My message to Americans tonight is simple.', 'sentiment': {'overall_score': 8.5, 'sentences': [{'text': 'My message to Americans tonight is simple.', 'sentiment_score': 8.5}]}}, {'text': 'My message to Americans tonight is simple.', 'sentiment': {'polarity': 'positive', 'confidence': 0.8}}, {'text': 'My message to Americans tonight is simple.', 'sentiment': {'score': 8, 'interpretation': 'Positive'}}, {'text': 'My message to Americans tonight is simple.', 'sentiment': {'polarity': 'positive', 'score': 8}}]","[None, 8.5, None, 8, 8]","[8.5, 8.0, 8.0]",0.8166666666666667,0.023570226039551584,-0.3412318812653685,-0.2794528544844421,0.7386933249365947,-0.6348171152442019,-0.40213146279304646,0.6020602893323321
11,11,-0.20086808502674103,1.381818175315857,0.12578707933425903,4800,72.0,75.0,0.0, We do not have to live this way.,"[51564, 492, 360, 406, 362, 281, 1621, 341, 636, 13, 51714]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'sentiment': {'text': 'We do not have to live this way.', 'score': 1}}, {'text': 'We do not have to live this way.', 'sentiment': {'polarity': 'negative', 'subjectivity': 'subjective', 'confidence': 0.75}}, {'text': 'We do not have to live this way.', 'sentiment': {'score': -0.4767, 'label': 'negative'}}, {'text': 'We do not have to live this way.', 'sentiment_score': 2}, {'text': 'We do not have to live this way.', 'sentiment': {'score': -0.3, 'label': 'negative'}}]","[1, None, -0.4767, 2, -0.3]","[1.0, -0.4767, 2.0, -0.3]",0.0555825,0.10101333040123961,-0.3412318812653685,-0.2794528544844421,0.7386933249365947,-0.6348171152442019,-0.40213146279304646,-2.2723658688433486
12,12,-0.19904911518096924,1.529411792755127,0.029750291258096695,7500,75.0,81.0,0.0," We don't, we don't, and we won't, we won't.","[50364, 492, 500, 380, 11, 321, 500, 380, 11, 293, 321, 1582, 380, 11, 321, 1582, 380, 13, 50664]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'text': ""We don't, we don't, and we won't, we won't."", 'sentiment_analysis': {'score': -8, 'sentiment': 'negative'}}, {'text': ""We don't, we don't, and we won't, we won't."", 'sentiment': {'score': -0.8, 'magnitude': 2.0}}, {'text': ""We don't, we don't, and we won't, we won't."", 'sentiment_analysis': {'score': 1, 'sentiment': 'Neutral'}}, {'text': ""We don't, we don't, and we won't, we won't."", 'sentiment_analysis': {'score': 1, 'sentiment': 'Negative'}}, {'sentiment_analysis': {'text': ""We don't, we don't, and we won't, we won't."", 'sentiment_score': 2}}]","[-8, -0.8, 1, 1, 2]","[-8.0, -0.8, 1.0, 1.0, 2.0]",-0.09600000000000002,0.36340610891948416,-0.3412318812653685,-0.2794528544844421,0.7386933249365947,-0.6348171152442019,-0.40213146279304646,-2.8448553807851926
13,13,-0.19904911518096924,1.529411792755127,0.029750291258096695,7500,81.0,86.0,0.0," We do not have to settle for weakness and competence, decline and decay.","[50664, 492, 360, 406, 362, 281, 11852, 337, 12772, 293, 39965, 11, 15635, 293, 21039, 13, 50914]",0.0,0.15384615384615385,-0.15384615384615385,0.333,0.667,0.0,-0.6705,"[{'sentiment_analysis': {'text': 'We do not have to settle for weakness and competence, decline and decay.', 'sentiment_score': 4.2, 'sentiment_type': 'Negative'}}, {'sentiment_analysis': {'text': 'We do not have to settle for weakness and competence, decline and decay.', 'sentiment_score': 2}}, {'sentiment_analysis': {'text': 'We do not have to settle for weakness and competence, decline and decay.', 'sentiment_score': 3}}, {'text': 'We do not have to settle for weakness and competence, decline and decay.', 'sentiment_score': 3}, {'sentiment_analysis': {'text': 'We do not have to settle for weakness and competence, decline and decay.', 'sentiment_score': 7}}]","[4.2, 2, 3, 3, 7]","[4.2, 2.0, 3.0, 3.0, 7.0]",0.384,0.17269626515938324,-2.1995614536725276,4.035257195769708,-0.8912207969372914,-0.6348171152442019,-2.2994476786697495,-1.0320144147628274
14,14,-0.19904911518096924,1.529411792755127,0.029750291258096695,7500,86.0,95.0,0.0," With your vote tomorrow, we can fix every single problem our country faces and lead America","[50914, 2022, 428, 4740, 4153, 11, 321, 393, 3191, 633, 2167, 1154, 527, 1941, 8475, 293, 1477, 3374, 51364]",0.0625,0.0625,0.0,0.153,0.847,0.0,-0.4019,"[{'text': 'With your vote tomorrow, we can fix every single problem our country faces and lead America', 'sentiment': {'overall_score': 8.5, 'positive_score': 9.2, 'negative_score': 1.2, 'neutral_score': 0.3}}, {'sentiment_analysis': {'text': 'With your vote tomorrow, we can fix every single problem our country faces and lead America', 'sentiment_score': 9.5, 'sentiment': 'Positive'}}, {'sentiment_analysis': {'text': 'With your vote tomorrow, we can fix every single problem our country faces and lead America', 'sentiment_score': 8.5, 'sentiment': 'Positive'}}, {'text': 'With your vote tomorrow, we can fix every single problem our country faces and lead America', 'sentiment_analysis': {'sentiment_score': 9, 'sentiment': 'Positive'}}, {'text': 'With your vote tomorrow, we can fix every single problem our country faces and lead America', 'sentiment': {'overall_score': 8.7, 'positive_score': 0.85, 'negative_score': 0.15}}]","[8.5, 9.5, 8.5, 9, 8.7]","[8.5, 9.5, 8.5, 9.0, 8.7]",0.884,0.037735924528226425,-0.3412318812653685,1.7029814929296268,-0.010186136464920755,-0.6348171152442019,-1.539389310907658,0.8563615915104695
15,15,-0.19904911518096924,1.529411792755127,0.029750291258096695,7500,95.0,100.0,0.0, and indeed the whole world to new heights of glory.,"[51364, 293, 6451, 264, 1379, 1002, 281, 777, 25930, 295, 11924, 13, 51614]",0.0,0.0,0.0,0.0,0.72,0.28,0.5423,"[{'sentiment_analysis': {'text': 'and indeed the whole world to new heights of glory', 'score': 8}}, {'sentiment_analysis': {'text': 'and indeed the whole world to new heights of glory.', 'sentiment_score': 8}}, {'sentiment_analysis': {'text': 'and indeed the whole world to new heights of glory.', 'sentiment_score': 8}}, {'sentiment_analysis': {'text': 'and indeed the whole world to new heights of glory', 'sentiment_score': 8.5, 'sentiment': 'positive'}}, {'sentiment_analysis': {'text': 'and indeed the whole world to new heights of glory.', 'sentiment_score': 8}}]","[8, 8, 8, 8.5, 8]","[8.0, 8.0, 8.0, 8.5, 8.0]",0.8099999999999999,0.019999999999999997,-0.3412318812653685,-0.2794528544844421,-0.6318050357982047,0.739337776926699,1.1324167607266198,0.5768819425820213
16,16,-0.19254262745380402,1.3771929740905762,0.12575462460517883,10000,100.0,105.0,0.0, We're going to win the Commonwealth of Pennsylvania.,"[50364, 492, 434, 516, 281, 1942, 264, 35295, 295, 17963, 13, 50614]",0.125,0.0,0.125,0.0,0.648,0.352,0.5859,"[{'text': ""We're going to win the Commonwealth of Pennsylvania."", 'sentiment': {'polarity': 'positive', 'confidence': 0.8}}, {'text': ""We're going to win the Commonwealth of Pennsylvania."", 'sentiment_analysis': {'score': 8}}, {'text': ""We're going to win the Commonwealth of Pennsylvania."", 'sentiment': {'score': 8}}, {'text': ""We're going to win the Commonwealth of Pennsylvania."", 'sentiment': {'polarity': 'Positive', 'polarity_confidence': 0.92, 'subjectivity': 'Objective', 'subjectivity_confidence': 0.86}}, {'text': ""We're going to win the Commonwealth of Pennsylvania."", 'sentiment': {'score': 8}}]","[None, 8, 8, 8.6, 8]","[8.0, 8.0, 8.6, 8.0]",0.8150000000000001,0.025980762113533146,1.1686608963154481,-0.2794528544844421,-0.9842188999871528,1.092691892056359,1.2557918345703547,0.5957657026447547
17,17,-0.19254262745380402,1.3771929740905762,0.12575462460517883,10000,105.0,113.0,0.0, And it's going to be over.,"[50614, 400, 309, 311, 516, 281, 312, 670, 13, 51014]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'sentiment_analysis': {'text': ""And it's going to be over."", 'sentiment_score': 5}}, {'sentiment_analysis': {'text': ""And it's going to be over."", 'sentiment_score': 8.5}}, {'sentiment_analysis': {'text': ""And it's going to be over."", 'sentiment_score': 6}}, {'sentiment_analysis': {'text': ""And it's going to be over."", 'sentiment_score': 5}}, {'sentiment_analysis': {'text': ""And it's going to be over."", 'sentiment_score': 5}}]","[5, 8.5, 6, 5, 5]","[5.0, 8.5, 6.0, 5.0, 5.0]",0.5900000000000001,0.13564659966250536,-0.3412318812653685,-0.2794528544844421,0.7386933249365947,-0.6348171152442019,-0.40213146279304646,-0.25400350017822887
18,18,-0.19254262745380402,1.3771929740905762,0.12575462460517883,10000,113.0,117.0,0.0, Are we ready to do this?,"[51014, 2014, 321, 1919, 281, 360, 341, 30, 51214]",0.16666666666666666,0.0,0.16666666666666666,0.0,0.667,0.333,0.3612,"[{'sentiment_analysis': {'text': 'Are we ready to do this?', 'sentiment_score': 7}}, {'sentiment_analysis': {'text': 'Are we ready to do this?', 'sentiment_score': 8}}, {'sentiment_analysis': {'text': 'Are we ready to do this?', 'score': 7}}, {'text': 'Are we ready to do this?', 'sentiment_analysis': {'score': 7, 'sentiment': 'Positive'}}, {'sentiment_analysis': {'text': 'Are we ready to do this?', 'sentiment_score': 7}}]","[7, 8, 7, 7, 7]","[7.0, 8.0, 7.0, 7.0, 7.0]",0.72,0.039999999999999994,1.6719584888423868,-0.2794528544844421,-0.8912207969372914,0.9994456672304766,0.6199574517105557,0.23697426145282796
19,19,-0.19254262745380402,1.3771929740905762,0.12575462460517883,10000,117.0,120.0,0.0, We're ready to get out the vote.,"[51214, 492, 434, 1919, 281, 483, 484, 264, 4740, 13, 51364]",0.14285714285714285,0.0,0.14285714285714285,0.0,0.706,0.294,0.3612,"[{'sentiment_analysis': {'text': ""We're ready to get out the vote."", 'sentiment_score': 8}}, {'text': ""We're ready to get out the vote."", 'sentiment': {'score': 8, 'sentiment': 'positive'}}, {'text': ""We're ready to get out the vote."", 'sentiment': {'score': 8, 'interpretation': 'Positive'}}, {'sentiment_analysis': {'text': ""We're ready to get out the vote."", 'sentiment_score': 8}}, {'sentiment_analysis': {'text': ""We're ready to get out the vote."", 'sentiment_score': 8}}]","[8, 8, 8, 8, 8]","[8.0, 8.0, 8.0, 8.0, 8.0]",0.8,0.0,1.384359864541279,-0.2794528544844421,-0.7003299538349447,0.8080455215352438,0.6199574517105557,0.5391144224565557
20,20,-0.19254262745380402,1.3771929740905762,0.12575462460517883,10000,120.0,127.0,0.0, We're ready to win.,"[51364, 492, 434, 1919, 281, 1942, 13, 51714]",0.25,0.0,0.25,0.0,0.241,0.759,0.743,"[{'text': ""We're ready to win."", 'sentiment': {'score': 9}}, {'text': ""We're ready to win."", 'sentiment': {'overall_score': 8.5, 'positive_score': 0.9, 'negative_score': 0.1}}, {'text': ""We're ready to win."", 'sentiment_score': 9}, {'text': ""We're ready to win."", 'sentiment_score': 9}, {'text': ""We're ready to win."", 'sentiment': {'polarity': 'positive', 'confidence': 0.8}}]","[9, 8.5, 9, 9, None]","[9.0, 8.5, 9.0, 9.0]",0.8875,0.021650635094610966,2.6785536738962645,-0.2794528544844421,-2.976336160055236,3.090124181747633,1.7003382589017941,0.8695802235543824
21,21,-0.18803510069847107,1.6273292303085327,0.23054005205631256,12700,127.0,132.0,0.0," I stand here proud of my longstanding commitment to Puerto Rico and her people,","[50364, 286, 1463, 510, 4570, 295, 452, 938, 8618, 8371, 281, 21472, 22643, 293, 720, 561, 11, 50614]",0.14285714285714285,0.0,0.14285714285714285,0.0,0.659,0.341,0.6908,"[{'text': 'I stand here proud of my longstanding commitment to Puerto Rico and her people', 'sentiment_analysis': {'score': 8.7, 'sentiment': 'positive'}}, {'sentiment_analysis': {'text': 'I stand here proud of my longstanding commitment to Puerto Rico and her people.', 'score': 9}}, {'sentiment_analysis': {'text': 'I stand here proud of my longstanding commitment to Puerto Rico and her people', 'sentiment_score': 8.5, 'sentiment': 'positive'}}, {'sentiment_analysis': {'text': 'I stand here proud of my longstanding commitment to Puerto Rico and her people.', 'sentiment_score': 8}}, {'text': 'I stand here proud of my longstanding commitment to Puerto Rico and her people.', 'sentiment': {'polarity': 'positive', 'confidence': 0.85}}]","[8.7, 9, 8.5, 8, None]","[8.7, 9.0, 8.5, 8.0]",0.8550000000000001,0.036400549446402586,1.384359864541279,-0.2794528544844421,-0.9303778929582857,1.0387072355782168,1.5526277347127353,0.7468357831466186
22,22,-0.18803510069847107,1.6273292303085327,0.23054005205631256,12700,132.0,137.0,0.0, and I will be a president for all Americans.,"[50614, 293, 286, 486, 312, 257, 3868, 337, 439, 6280, 13, 50864]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'text': 'I will be a president for all Americans.', 'sentiment_analysis': {'score': 8, 'sentiment': 'Positive'}}, {'text': 'I will be a president for all Americans.', 'sentiment_analysis': {'score': 9, 'sentiment': 'Positive'}}, {'text': 'I will be a president for all Americans.', 'sentiment_analysis': {'score': 9, 'sentiment': 'Positive'}}, {'text': 'I will be a president for all Americans.', 'sentiment_analysis': {'score': 8, 'sentiment': 'Positive'}}, {'sentiment_analysis': {'text': 'I will be a president for all Americans.', 'sentiment_score': 8}}]","[8, 9, 9, 8, 8]","[8.0, 9.0, 9.0, 8.0, 8.0]",0.8400000000000001,0.048989794855663564,-0.3412318812653685,-0.2794528544844421,0.7386933249365947,-0.6348171152442019,-0.40213146279304646,0.6901845029584197
23,23,-0.18803510069847107,1.6273292303085327,0.23054005205631256,12700,137.0,144.0,0.0, All Americans.,"[50864, 1057, 6280, 13, 51214]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'text': 'All Americans', 'sentiment_score': 8}, {'sentiment_analysis': {'text': 'All Americans', 'sentiment_score': 8}}, {'sentiment_analysis': {'text': 'All Americans', 'sentiment_score': 8}}, {'sentiment_analysis': {'text': 'All Americans', 'sentiment_score': 7.5, 'sentiment': 'Positive'}}, {'sentiment_analysis': {'text': 'All Americans', 'sentiment_score': 7.5, 'sentiment': 'Positive'}}]","[8, 8, 8, 7.5, 7.5]","[8.0, 8.0, 8.0, 7.5, 7.5]",0.78,0.024494897427831782,-0.3412318812653685,-0.2794528544844421,0.7386933249365947,-0.6348171152442019,-0.40213146279304646,0.46357938220562384
24,24,-0.18803510069847107,1.6273292303085327,0.23054005205631256,12700,144.0,146.0,0.0," All right, so Pittsburgh, this is it.","[51214, 1057, 558, 11, 370, 33626, 11, 341, 307, 309, 13, 51314]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'text': 'All right, so Pittsburgh, this is it.', 'sentiment': {'score': 8}}, {'sentiment_analysis': {'text': 'All right, so Pittsburgh, this is it.', 'sentiment_score': 7}}, {'sentiment_analysis': {'text': 'All right, so Pittsburgh, this is it.', 'sentiment_score': 7}}, {'sentiment_analysis': {'text': 'All right, so Pittsburgh, this is it.', 'sentiment_score': 7}}, {'text': 'All right, so Pittsburgh, this is it.', 'sentiment_analysis': {'score': 5, 'sentiment': 'Neutral'}}]","[8, 7, 7, 7, 5]","[8.0, 7.0, 7.0, 7.0, 5.0]",0.6799999999999999,0.09797958971132711,-0.3412318812653685,-0.2794528544844421,0.7386933249365947,-0.6348171152442019,-0.40213146279304646,0.08590418095096407
