,segment_id,segment_avg_logprob,segment_compression_ratio,segment_no_speech_prob,seek,start,end,temperature,text,tokens,nltk_opinion_lexicon_positive,nltk_opinion_lexicon_negative,nltk_opinion_lexicon_net,vader_neg,vader_neu,vader_pos,vader_compound,sentiment_iterate,sentiment_scores,sentiment_scores_number,openai_mean_sentiment,std_sentiment,nltk_opinion_lexicon_net_z,vader_neg_z,vader_neu_z,vader_pos_z,vader_compound_z,openai_mean_sentiment_z
10,10,-0.17593033611774445,1.5516128540039062,0.03409581258893013,2700,30.0,32.0,0.0," pointing to the economy and the southern border,","[50514, 12166, 281, 264, 5010, 293, 264, 13456, 7838, 11, 50614]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'text': 'pointing to the economy and the southern border', 'sentiment': {'score': 6, 'sentiment': 'Neutral'}}, {'sentiment_analysis': {'text': 'pointing to the economy and the southern border', 'sentiment_score': 5}}, {'sentiment_analysis': {'text': 'pointing to the economy and the southern border', 'sentiment_score': 6}}, {'text': 'pointing to the economy and the southern border', 'sentiment_analysis': {'sentiment_score': 7, 'sentiment': 'Positive'}}, {'sentiment_analysis': {'text': 'pointing to the economy and the southern border', 'sentiment_score': 5}}]","[6, 5, 6, 7, 5]","[6.0, 5.0, 6.0, 7.0, 5.0]",0.58,0.07483314773547882,-0.21918704802803202,-0.2759638350182394,0.5943273372005206,-0.563072563168964,-0.16491050552416095,-0.3122042191111768
11,11,-0.17593033611774445,1.5516128540039062,0.03409581258893013,2700,32.0,35.0,0.0, saying the country is going in the wrong direction.,"[50614, 1566, 264, 1941, 307, 516, 294, 264, 2085, 3513, 13, 50764]",0.0,0.1111111111111111,-0.1111111111111111,0.279,0.721,0.0,-0.4767,"[{'sentiment_analysis': {'text': 'saying the country is going in the wrong direction.', 'sentiment_score': 3, 'sentiment_label': 'negative'}}, {'sentiment_analysis': {'text': 'The country is going in the wrong direction.', 'sentiment_score': 2, 'sentiment': 'negative'}}, {'text': 'saying the country is going in the wrong direction.', 'sentiment_analysis': {'sentiment': 'negative', 'score': 4}}, {'sentiment_analysis': {'text': 'saying the country is going in the wrong direction.', 'sentiment_score': 2}}, {'text': 'saying the country is going in the wrong direction.', 'sentiment_score': 2, 'sentiment': 'negative'}]","[3, 2, 4, 2, 2]","[3.0, 2.0, 4.0, 2.0, 2.0]",0.26,0.08,-1.5819851462896288,1.6239475769518732,-0.9506745456687572,-0.563072563168964,-2.04571289761382,-2.122476166381187
12,12,-0.17593033611774445,1.5516128540039062,0.03409581258893013,2700,35.0,37.0,0.0, He then drifted into the dark personal attacks,"[50764, 634, 550, 19699, 292, 666, 264, 2877, 2973, 8122, 50864]",0.0,0.25,-0.25,0.293,0.707,0.0,-0.4404,"[{'sentiment_analysis': {'text': 'He then drifted into the dark personal attacks', 'sentiment_score': 3, 'sentiment_label': 'Negative'}}, {'sentiment_analysis': {'text': 'He then drifted into the dark personal attacks', 'sentiment_score': 2}}, {'sentiment_analysis': {'text': 'He then drifted into the dark personal attacks', 'sentiment_score': 3}}, {'sentiment_analysis': {'text': 'He then drifted into the dark personal attacks', 'sentiment_score': 3.5, 'sentiment_label': 'Negative'}}, {'text': 'He then drifted into the dark personal attacks', 'sentiment_score': 3, 'sentiment': 'Negative'}]","[3, 2, 3, 3.5, 3]","[3.0, 2.0, 3.0, 3.5, 3.0]",0.29,0.04898979485566356,-3.2854827691166246,1.7192836334665023,-1.028201521870083,-0.563072563168964,-1.9024925770078738,-1.9527631713246236
13,13,-0.17593033611774445,1.5516128540039062,0.03409581258893013,2700,37.0,40.0,0.0, that have laced his message in recent weeks.,"[50864, 300, 362, 287, 3839, 702, 3636, 294, 5162, 3259, 13, 51014]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'text': 'that have laced his message in recent weeks.', 'sentiment_score': 6}, {'sentiment_analysis': {'text': 'that have laced his message in recent weeks.', 'sentiment_score': 4.2, 'sentiment_rating': 'Neutral'}}, {'sentiment_analysis': {'text': 'that have laced his message in recent weeks.', 'sentiment_score': 5}}, {'text': 'that have laced his message in recent weeks.', 'sentiment_score': 7}, {'sentiment_analysis': {'text': 'that have laced his message in recent weeks.', 'sentiment_score': 6}}]","[6, 4.2, 5, 7, 6]","[6.0, 4.2, 5.0, 7.0, 6.0]",0.564,0.09583318840568751,-0.21918704802803202,-0.2759638350182394,0.5943273372005206,-0.563072563168964,-0.16491050552416095,-0.40271781647467736
14,14,-0.17593033611774445,1.5516128540039062,0.03409581258893013,2700,40.0,43.0,0.0," His latest target, former House Speaker Nancy Pelosi,","[51014, 2812, 6792, 3779, 11, 5819, 4928, 8454, 18154, 44145, 11, 51164]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'text': 'His latest target, former House Speaker Nancy Pelosi', 'sentiment': {'overall_sentiment': 3, 'sentences': [{'sentence': 'His latest target, former House Speaker Nancy Pelosi', 'sentiment_score': 3}]}}, {'text': 'His latest target, former House Speaker Nancy Pelosi', 'sentiment_score': 5.8, 'sentiment': 'Neutral'}, {'text': 'His latest target, former House Speaker Nancy Pelosi', 'sentiment_score': 3.5, 'sentiment': 'Mixed'}, {'sentiment_analysis': {'text': 'His latest target, former House Speaker Nancy Pelosi', 'sentiment_score': 7.5, 'sentiment': 'Positive'}}, {'sentiment_analysis': {'text': 'His latest target, former House Speaker Nancy Pelosi', 'sentiment_score': 4.5, 'sentiment': 'Neutral'}}]","[None, 5.8, 3.5, 7.5, 4.5]","[5.8, 3.5, 7.5, 4.5]",0.5325,0.14972892172189045,-0.21918704802803202,-0.2759638350182394,0.5943273372005206,-0.563072563168964,-0.16491050552416095,-0.5809164612840688
15,15,-0.17593033611774445,1.5516128540039062,0.03409581258893013,2700,43.0,45.0,0.0, the first woman to hold the position.,"[51164, 264, 700, 3059, 281, 1797, 264, 2535, 13, 51264]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'text': 'the first woman to hold the position', 'sentiment_score': 8}, {'text': 'the first woman to hold the position', 'sentiment_score': 8}, {'text': 'the first woman to hold the position.', 'sentiment': {'polarity': 'neutral', 'confidence': 0.75}}, {'text': 'the first woman to hold the position.', 'sentiment': {'score': 8, 'label': 'Positive'}}, {'sentiment_analysis': {'text': 'the first woman to hold the position', 'sentiment_score': 7.5, 'sentiment_type': 'positive'}}]","[8, 8, None, 8, 7.5]","[8.0, 8.0, 8.0, 7.5]",0.7875,0.021650635094610966,-0.21918704802803202,-0.2759638350182394,0.5943273372005206,-0.563072563168964,-0.16491050552416095,0.8616439966967206
16,16,-0.17593033611774445,1.5516128540039062,0.03409581258893013,2700,45.0,48.0,0.0," She's an evil, sick, crazy.","[51264, 1240, 311, 364, 6724, 11, 4998, 11, 3219, 13, 51414]",0.0,0.0,0.0,0.835,0.165,0.0,-0.8779,"[{'text': ""She's an evil, sick, crazy."", 'sentiment_score': 1.5, 'sentiment': 'Negative'}, {'text': ""She's an evil, sick, crazy."", 'sentiment': {'overall_sentiment': 1, 'sentences': [{'text': ""She's an evil, sick, crazy."", 'sentiment_score': -3}]}}, {'text': ""She's an evil, sick, crazy."", 'sentiment_score': 1.2, 'sentiment_label': 'Negative'}, {'text': ""She's an evil, sick, crazy."", 'sentiment': {'score': 1, 'label': 'negative'}}, {'text': ""She's an evil, sick, crazy."", 'sentiment': {'overall_sentiment': 1, 'details': {'positive': 0, 'negative': 3, 'neutral': 0}}}]","[1.5, None, 1.2, 1, None]","[1.5, 1.2, 1.0]",0.12333333333333334,0.020548046676563257,-0.21918704802803202,5.41015096424715,-4.029603029092837,-0.563072563168964,-3.6286328046966214,-2.8956131438610875
17,17,-0.17593033611774445,1.5516128540039062,0.03409581258893013,2700,48.0,51.0,0.0," It starts with a B, but I won't say it.","[51414, 467, 3719, 365, 257, 363, 11, 457, 286, 1582, 380, 584, 309, 13, 51564]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'sentiment_analysis': {'text': ""It starts with a B, but I won't say it."", 'sentiment_score': 3, 'sentiment': 'Neutral'}}, {'text': ""It starts with a B, but I won't say it."", 'sentiment_score': 3, 'sentiment': 'Neutral'}, {'sentiment_analysis': {'text': ""It starts with a B, but I won't say it."", 'sentiment_score': 2}}, {'text': ""It starts with a B, but I won't say it."", 'sentiment_score': 3.5, 'sentiment': 'Neutral'}, {'sentiment_analysis': {'text': ""It starts with a B, but I won't say it."", 'sentiment_score': 3, 'sentiment_label': 'Neutral'}}]","[3, 3, 2, 3.5, 3]","[3.0, 3.0, 2.0, 3.5, 3.0]",0.29,0.04898979485566356,-0.21918704802803202,-0.2759638350182394,0.5943273372005206,-0.563072563168964,-0.16491050552416095,-1.9527631713246236
18,18,-0.17593033611774445,1.5516128540039062,0.03409581258893013,2700,51.0,53.0,0.0, I want to say it.,"[51564, 286, 528, 281, 584, 309, 13, 51664]",0.0,0.0,0.0,0.0,0.698,0.302,0.0772,"[{'sentiment_analysis': {'text': 'I want to say it.', 'sentiment_score': 7}}, {'sentiment_analysis': {'text': 'I want to say it.', 'sentiment_score': 7}}, {'sentiment_analysis': {'text': 'I want to say it.', 'sentiment_score': 5}}, {'sentiment_analysis': {'text': 'I want to say it.', 'sentiment_score': 6}}, {'sentiment_analysis': {'text': 'I want to say it.', 'sentiment_score': 7}}]","[7, 7, 5, 6, 7]","[7.0, 7.0, 5.0, 6.0, 7.0]",0.64,0.07999999999999999,-0.21918704802803202,-0.2759638350182394,-1.078040292285221,1.9825548930739572,0.13967926722457344,0.027221771001950463
19,19,-0.17593033611774445,1.5516128540039062,0.03409581258893013,2700,53.0,56.0,0.0," In the 107 days since launching her campaign,","[51664, 682, 264, 1266, 22, 1708, 1670, 18354, 720, 5129, 11, 51814]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'sentiment_analysis': {'text': 'In the 107 days since launching her campaign', 'sentiment_score': 5.2, 'sentiment': 'Neutral'}}, {'sentiment_analysis': {'text': 'In the 107 days since launching her campaign', 'score': 6, 'sentiment': 'Neutral'}}, {'sentiment_analysis': {'text': 'In the 107 days since launching her campaign', 'sentiment_score': 6.8, 'sentiment_category': 'Neutral'}}, {'sentiment_analysis': {'text': 'In the 107 days since launching her campaign', 'sentiment_score': 5}}, {'sentiment_analysis': {'text': 'In the 107 days since launching her campaign', 'sentiment_score': 6.8, 'sentiment': 'Neutral'}}]","[5.2, 6, 6.8, 5, 6.8]","[5.2, 6.0, 6.8, 5.0, 6.8]",0.596,0.07631513611335564,-0.21918704802803202,-0.2759638350182394,0.5943273372005206,-0.563072563168964,-0.16491050552416095,-0.22169062174767618
20,20,-0.17699582874774933,1.625,0.18706637620925903,5600,56.0,58.0,0.0, Harris focused on access to reproductive rights,"[50364, 17426, 5178, 322, 2105, 281, 33569, 4601, 50464]",0.14285714285714285,0.0,0.14285714285714285,0.0,0.698,0.302,0.3818,"[{'text': 'Harris focused on access to reproductive rights', 'sentiment_analysis': {'sentiment_score': 8, 'sentiment_label': 'Positive'}}, {'text': 'Harris focused on access to reproductive rights', 'sentiment_score': 8.5, 'sentiment': 'positive'}, {'text': 'Harris focused on access to reproductive rights', 'sentiment_score': 8}, {'text': 'Harris focused on access to reproductive rights', 'sentiment_score': 8.5, 'sentiment': 'Positive'}, {'text': 'Harris focused on access to reproductive rights', 'sentiment_score': 8}]","[8, None, 8, 8.5, 8]","[8.0, 8.0, 8.5, 8.0]",0.8125,0.021650635094610966,1.532981935451164,-0.2759638350182394,-1.078040292285221,1.9825548930739572,1.341467412033699,1.0030714925771904
21,21,-0.17699582874774933,1.625,0.18706637620925903,5600,58.0,60.0,0.0, and tax incentives for the middle class.,"[50464, 293, 3366, 23374, 337, 264, 2808, 1508, 13, 50564]",0.0,0.0,0.0,0.0,0.723,0.277,0.3182,"[{'sentiment_analysis': {'text': 'and tax incentives for the middle class.', 'sentiment_score': 7}}, {'sentiment_analysis': {'text': 'tax incentives for the middle class', 'sentiment_score': 8}}, {'sentiment_analysis': {'text': 'tax incentives for the middle class', 'sentiment_score': 7.5, 'sentiment_label': 'Positive'}}, {'sentiment_analysis': {'text': 'tax incentives for the middle class.', 'sentiment_score': 7}}, {'sentiment_analysis': {'text': 'tax incentives for the middle class', 'sentiment_score': 8}}]","[7, 8, 7.5, 7, 8]","[7.0, 8.0, 7.5, 7.0, 8.0]",0.75,0.044721359549995794,-0.21918704802803202,-0.2759638350182394,-0.9395992633542821,1.7718241433849737,1.0905359412199749,0.6495027528760164
22,22,-0.17699582874774933,1.625,0.18706637620925903,5600,60.0,62.0,0.0," In her final rally in Pennsylvania,","[50564, 682, 720, 2572, 17584, 294, 17963, 11, 50664]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'text': 'In her final rally in Pennsylvania,', 'sentiment': {'score': 7}}, {'sentiment_analysis': {'text': 'In her final rally in Pennsylvania', 'sentiment_score': 8}}, {'sentiment_analysis': {'text': 'In her final rally in Pennsylvania', 'sentiment_score': 8}}, {'sentiment_analysis': {'text': 'In her final rally in Pennsylvania', 'sentiment_score': 7.5}}, {'sentiment_analysis': {'text': 'In her final rally in Pennsylvania', 'sentiment_score': 7}}]","[7, 8, 8, 7.5, 7]","[7.0, 8.0, 8.0, 7.5, 7.0]",0.75,0.044721359549995794,-0.21918704802803202,-0.2759638350182394,0.5943273372005206,-0.563072563168964,-0.16491050552416095,0.6495027528760164
23,23,-0.17699582874774933,1.625,0.18706637620925903,5600,62.0,66.0,0.0," she leaned on her celebrity supporters to drive voters to the polls,","[50664, 750, 48874, 322, 720, 18597, 17683, 281, 3332, 14073, 281, 264, 24264, 11, 50864]",0.08333333333333333,0.0,0.08333333333333333,0.0,0.791,0.209,0.4404,"[{'text': 'she leaned on her celebrity supporters to drive voters to the polls', 'sentiment_score': 7}, {'text': 'she leaned on her celebrity supporters to drive voters to the polls', 'sentiment_score': 7}, {'text': 'she leaned on her celebrity supporters to drive voters to the polls', 'sentiment_score': 8, 'sentiment': 'positive'}, {'text': 'she leaned on her celebrity supporters to drive voters to the polls', 'sentiment_score': 7}, {'text': 'she leaned on her celebrity supporters to drive voters to the polls', 'sentiment_analysis': {'score': 7.5, 'sentiment': 'positive'}}]","[7, 7, None, 7, 7.5]","[7.0, 7.0, 7.0, 7.5]",0.7125,0.021650635094610966,0.8029115256681657,-0.2759638350182394,-0.5630396646621281,1.1986365042309384,1.5726715659595518,0.43736150905531224
24,24,-0.17699582874774933,1.625,0.18706637620925903,5600,66.0,69.0,0.0," from The Roots to Katy Perry, Lady Gaga, and Oprah.","[50864, 490, 440, 3101, 1971, 281, 42959, 17334, 11, 11256, 41465, 11, 293, 43804, 13, 51014]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'text': 'from The Roots to Katy Perry, Lady Gaga, and Oprah.', 'sentiment': 'neutral', 'sentiment_score': 5}, {'text': 'from The Roots to Katy Perry, Lady Gaga, and Oprah.', 'sentiment_analysis': {'score': 6.8, 'sentiment': 'Positive'}}, {'text': 'From The Roots to Katy Perry, Lady Gaga, and Oprah.', 'sentiment': {'score': 6, 'label': 'Neutral'}}, {'sentiment_analysis': {'text': 'from The Roots to Katy Perry, Lady Gaga, and Oprah', 'sentiment_score': 6}}, {'sentiment_analysis': {'text': 'from The Roots to Katy Perry, Lady Gaga, and Oprah', 'sentiment_score': 5}}]","[5, 6.8, 6, 6, 5]","[5.0, 6.8, 6.0, 6.0, 5.0]",0.576,0.06858571279792898,-0.21918704802803202,-0.2759638350182394,0.5943273372005206,-0.563072563168964,-0.16491050552416095,-0.3348326184520519
